lastname,quantile
TASKIN,0.3769498471712316
ORHAN,0.37785228852882247
KARADAG,0.37875200956046773
AKYUZ,0.3796431412164895
ERCAN,0.3805298817951975
KALKAN,0.3814094895507568
GUNAY,0.38228288553840883
BAYRAKTAR,0.3831540752774593
ESEN,0.3840245795800511
UGUR,0.3848897074904196
IPEK,0.3857369712130824
AKPINAR,0.3865706118861279
AKKUS,0.3873996472829663
ERSOY,0.38821930076827577
OZBEK,0.38903691936409834
CAM,0.38984851897101763
AYGUN,0.3906591546829169
ONER,0.3914642854832569
SENER,0.39225969165383867
TEMEL,0.3930530843548229
CAGLAR,0.393842707155284
ACIKGOZ,0.3946319443977372
TASDEMIR,0.39541993928660885
ARI,0.39620369303739217
BUDAK,0.3969843623241111
EFE,0.39776419623514603
ERGIN,0.3985439230467342
AYHAN,0.399322214725737
TUNCER,0.40009979954839164
SEVINC,0.4008703800672336
SERT,0.4016400823706128
AKCAY,0.4024096133148774
ALTINTAS,0.4031658210879753
BASARAN,0.4039183874798862
AKCA,0.40466979719777296
GUR,0.4054107754295534
SENGUL,0.4061381520316058
TAN,0.4068639435618474
ATALAY,0.4075882571197249
AKMAN,0.4083080510809526
ERTURK,0.4090278022024016
KOYUNCU,0.40974322650620487
AKDEMIR,0.41045700147852926
ALTIN,0.41116929847848954
KARADENIZ,0.4118812527602205
AYAZ,0.41259235024637797
ARAS,0.41330299791485947
CIMEN,0.4140113322352927
KARAKOC,0.4147158323955349
GEZER,0.41541990415799035
BICER,0.41612127701438956
KACAR,0.41682055072163393
BAKIR,0.4175192246719769
TUNA,0.4182171489261931
MERT,0.41891158173844767
USTA,0.4196054362136901
AKDAG,0.42029914074970726
BARAN,0.4209920099100403
TURHAN,0.4216834225178986
AKDENIZ,0.42237421394896607
SEZGIN,0.42306322752921877
GUN,0.42374688613713757
DUNDAR,0.42442317630312504
UYAR,0.4250991237508831
KARAHAN,0.4257745357014078
KANDEMIR,0.42644954067403507
PEHLIVAN,0.4271237102709783
ONAL,0.4277954380005373
ORUC,0.428464531083708
BULBUL,0.42913343138787474
KUS,0.4298006181008946
BOLAT,0.430466048382989
METIN,0.4311225679911198
TASCI,0.4317734113285768
ARIKAN,0.43242281953344824
CAKAR,0.4330700429096075
SAVAS,0.4337171377664308
YESIL,0.43436123383874703
DINCER,0.43500505145250196
YUCE,0.4356466842375447
ERKAN,0.4362866462712192
ONDER,0.436925537310427
AKDOGAN,0.4375589876977436
SEVIM,0.438190703074024
DOGRU,0.4388209618978296
KUTLU,0.43944815767746026
ALTAY,0.4400734899267187
YALCINKAYA,0.4406984151980798
KURU,0.4413216482981834
ALTUNTAS,0.4419443673209429
BINGOL,0.4425636377415194
EKICI,0.4431794809798023
OKSUZ,0.4437922183341315
OZKAYA,0.4444046343901207
ATMACA,0.44501424444060694
ORAL,0.4456194419938901
ESER,0.44622408263005053
DEMIRBAS,0.4468277165314122
EKER,0.44743019375874976
DURAK,0.448025945140836
BOZ,0.4486167271085964
GEDIK,0.44920583832498867
VAROL,0.44979366434802076
DEMIRCAN,0.4503808477743728
FIRAT,0.45096685310681145
AKAY,0.45154940983706704
KOKSAL,0.4521263545563168
GUCLU,0.4526988439385847
TURKOGLU,0.45327060504461525
PARLAK,0.4538418520733018
GOKTAS,0.45441147119039876
SANLI,0.45498076900915574
ATAS,0.4555497455295727
OZDEN,0.4561169870389535
GURSOY,0.4566800516699139
UNSAL,0.4572426236434195
GULEC,0.45780421030201573
SOYLU,0.4583649187451492
SENOL,0.45892357087890645
OLMEZ,0.4594787529905914
AKINCI,0.4600268451189063
UGURLU,0.46057067468924345
SAHAN,0.4611130905468845
ADIGUZEL,0.4616547352885094
TORUN,0.4621963157704663
ERTAS,0.46273770347341925
YAVAS,0.46327896265703616
MERCAN,0.4638102615921121
TURKER,0.46434068231172526
BILGIC,0.4648708459926664
ENGIN,0.4654001957178128
KOROGLU,0.4659251115258668
DAGLI,0.466445764775943
ALP,0.46696455449564706
DEGIRMENCI,0.4674815877844256
SARAC,0.4679920665870675
AYYILDIZ,0.4684992895665304
OZSOY,0.46900434913717043
SOLMAZ,0.4695049962106074
USTUN,0.4700032014166601
MEMIS,0.4705005712470287
KESER,0.4709971271216026
SOLAK,0.4714916909464682
DEVECI,0.47198398426306437
ELMAS,0.4724761919001031
OCAK,0.4729682067581379
GOKMEN,0.4734580367874604
DAL,0.47394737415932825
ALAN,0.47443602609473734
OZGUR,0.4749246566102571
BAGCI,0.47541236607053544
ERGUL,0.47589744088442554
KAVAK,0.47638230149942223
BAYAR,0.47686418474980136
UYGUN,0.4773447828068203
TANRIVERDI,0.47782533802406063
AKTURK,0.47830130938498316
BAYSAL,0.47877629543099626
KOCAMAN,0.4792455837864461
AYTEKIN,0.4797144009043306
ERDEN,0.4801832180222151
GUNAYDIN,0.4806498717312767
GULMEZ,0.48111641834089164
PALA,0.4815786167129715
YANIK,0.4820406223060473
KARADUMAN,0.48250142838532034
ULUSOY,0.4829592785198651
GIRGIN,0.48341605765994305
SELCUK,0.4838718300652223
GUREL,0.4843274525312761
ERYILMAZ,0.48478281795865796
UYANIK,0.48523694103245835
TEMIZ,0.4856884937195385
TETIK,0.4861387612132585
OKUR,0.4865875935743931
PEKER,0.48703385554880735
KARABACAK,0.4874799033243283
ATAY,0.4879254370225051
KOSEOGLU,0.48837092788090336
ARIK,0.48881543342439215
OCAL,0.48925865377452077
AYAN,0.48970097448929734
YAGCI,0.4901427382869512
KARAASLAN,0.49058407368681833
SEVER,0.4910246593905587
SIRIN,0.49146428119927904
DEDE,0.4919021894168525
SAYIN,0.49233894096040187
TEZCAN,0.4927755211448365
CEYHAN,0.4932118014508205
OZBAY,0.49364795323746846
INCI,0.494083312488211
AVSAR,0.4945170438273641
CAGLAYAN,0.49494878311680895
TASKIRAN,0.49537756646152553
YESILYURT,0.4958059642482341
CAVDAR,0.49623179164822234
OK,0.49665618391562516
CALIK,0.49707723468029164
AKAN,0.4974978998869501
SALMAN,0.49791565198865895
ULKER,0.49833310421191707
OLGUN,0.49874847870590966
GENCER,0.4991637889402343
AKYILDIZ,0.4995750293955851
KUZU,0.4999854344752519
KOCYIGIT,0.5003916840963876
KURNAZ,0.5007966056843846
TOK,0.5012008418359227
CANDAN,0.5016047138493421
OKTAY,0.5020073863489589
KALAYCI,0.5024086879756581
ARICI,0.5028096897239066
BASAR,0.5032095133782417
TOPUZ,0.5036073449828686
FILIZ,0.5040017065654231
KIZILKAYA,0.5043923410872333
KACMAZ,0.5047823972720314
KOCABAS,0.5051720464789322
ULUDAG,0.5055597893156821
TARHAN,0.505947403633096
SENEL,0.5063349108510632
UNVER,0.5067215398535676
ATIK,0.507107526259392
DEMIRHAN,0.5074925701900856
POYRAZ,0.5078775284412219
OZDOGAN,0.5082619511951249
INAL,0.5086454528937864
KARADEMIR,0.5090288046532225
ZORLU,0.5094101429430611
KORKUT,0.509790603017437
TUNCEL,0.5101706561139154
BILEN,0.5105503236523858
IRMAK,0.5109293057543975
CAVUS,0.5113076452597293
TOP,0.5116854921076062
KAYMAZ,0.512061732463783
TIRYAKI,0.5124372659636116
OKUMUS,0.5128114500104122
TATAR,0.5131843274439634
ZEYBEK,0.5135569478388424
TEKE,0.5139295468138322
CIL,0.5143000680595564
AKBABA,0.5146698610290432
SEVEN,0.5150386258438419
AKCAN,0.5154070479404113
BERBER,0.5157751487386405
TASTAN,0.5161398866142441
TEPE,0.5165043888710652
KOK,0.5168677987135301
SAGIR,0.517228852368168
ATA,0.5175882995311057
DIKMEN,0.5179467827990235
DUZGUN,0.5183052232271625
PINAR,0.5186632352575148
ULU,0.5190200691939537
CIFCI,0.5193766460917205
BILIR,0.5197330730502621
KARAKURT,0.520087807837546
TOPALOGLU,0.52044190002815
KIR,0.5207951140032913
TERZI,0.5211482637187644
ATLI,0.5215007708375575
BOZDAG,0.5218531494370147
SUBASI,0.5222038787049929
KAYMAK,0.5225535583983938
ALTAN,0.5229015245006478
YAYLA,0.523248483868103
METE,0.5235951219372182
CANKAYA,0.5239407961113134
BOSTANCI,0.5242856563296137
SOYSAL,0.5246286530175419
KAYNAK,0.5249714140866875
YORULMAZ,0.5253133397801488
SOYLEMEZ,0.5256551583741635
GUNDOGAN,0.525996505730613
ATAK,0.5263375103688329
KARASU,0.5266783864877169
BALTA,0.5270179131535727
KIZIL,0.5273567329630805
BASER,0.5276928967063107
APAYDIN,0.5280282893335249
KARADAS,0.5283631464635056
OZALP,0.5286974252564742
ERGEN,0.5290310186129842
GOKSU,0.5293640336324821
BODUR,0.5296958491381771
CETINER,0.5300275147046469
SARIOGLU,0.5303586661937726
YAKUT,0.5306892607657756
ERDAL,0.5310176705090663
ASIK,0.5313455233352344
DEMIRKOL,0.5316722409072677
YENER,0.5319986800207396
VATANSEVER,0.5323248835154288
BALABAN,0.5326508085515567
DILEK,0.5329760909910045
OZTAS,0.5333011806514483
TATLI,0.5336258419141053
CAKICI,0.5339501176187543
GOCER,0.5342733009090472
YOLCU,0.5345949633871974
CEBECI,0.5349163259868968
KUL,0.5352374958075922
CAY,0.5355584300095049
BARUT,0.5358768580843654
ALDEMIR,0.5361952647393364
KIRAN,0.5365130716374061
KOCER,0.5368308571155865
CESUR,0.5371485783340989
MERAL,0.5374656569559313
ATASOY,0.5377820929810836
AKKURT,0.5380963227576343
OZYURT,0.5384101669761769
YORUK,0.5387234328577075
SUMER,0.5390364631204555
ATICI,0.5393482296097326
SAKAR,0.5396596748006697
KANAT,0.5399700489971401
GOKDEMIR,0.5402802732543851
KURTULUS,0.540589983434286
TUFAN,0.5408992223766216
BAYIR,0.5412075402637156
KARAOGLU,0.5415155582723591
SERIN,0.5418229122644331
KAHVECI,0.5421292166819298
ISLER,0.542435306900533
OZGUL,0.5427409044616816
OZGUN,0.54304585942615
DURU,0.5433504502524998
DERE,0.5436543984821695
DAGDELEN,0.5439581110930565
KOYUN,0.5442589320188833
KAYHAN,0.5445597315248206
OZBEY,0.5448601668926394
ADIYAMAN,0.5451587387300859
SAYAR,0.5454556183962749
DERELI,0.5457523909630172
ERTUGRUL,0.5460488422314196
ALAGOZ,0.5463438583672364
BALKAN,0.5466385746246025
AKARSU,0.5469330338432966
SAKA,0.547227385962544
BAYKAL,0.5475214382033408
EKIZ,0.5478147835877895
BILICI,0.5481079147733448
KUSCU,0.5484010031191214
EKEN,0.5486940700450088
KALE,0.5489858946173146
TUNCAY,0.5492775906702845
ATAR,0.5495692653033649
ERASLAN,0.5498597190027533
CALIS,0.5501500870225844
ULAS,0.5504390627496086
BALTACI,0.5507267532832728
CANPOLAT,0.5510139939992609
CABUK,0.5513006992180155
SATILMIS,0.5515871473980982
GULEN,0.5518733813792875
BEDIR,0.5521594225814728
KASAP,0.5524453995239901
YAZAR,0.5527295771958032
BAHAR,0.5530136906079482
ERTEN,0.5532977397604254
AKKOYUN,0.5535796897637476
COBANOGLU,0.5538614255681765
SARITAS,0.5541430328532694
GUVENC,0.5544245544588049
BASAK,0.5547059903847831
EKIN,0.5549870621726425
YARDIMCI,0.5552672343251499
GOREN,0.5555470637594279
ULUTAS,0.5558268503539272
ARABACI,0.5561065084290906
ERSOZ,0.5563860808246965
ALICI,0.5566646464855038
MERIC,0.5569428051684137
SEYHAN,0.5572209638513235
ERBAS,0.557498458517664
YAGMUR,0.5577759531840044
BAHADIR,0.5580533193310089
BARIS,0.5583302356603372
YAPICI,0.5586070663101084
YURDAKUL,0.5588837041808754
OZGEN,0.5591598493941877
KIRAZ,0.5594356518892707
BAYINDIR,0.5597103405501082
CAVUSOGLU,0.559984793592163
SAN,0.5602565048883829
COSAR,0.5605280876652667
BOZDEMIR,0.5607995419228147
COSGUN,0.5610708890809158
KURTOGLU,0.561342171979349
CIVELEK,0.5616124481429834
TURKYILMAZ,0.5618825957872818
SAFAK,0.5621527220116909
URAL,0.5624221842195306
TOKGOZ,0.5626914108085875
AL,0.5629604446186405
GOKALP,0.5632275506386533
AKALIN,0.5634941854211006
KARACAN,0.5637598134687493
BENLI,0.5640247989197179
CIHAN,0.5642890775143383
BUYUK,0.5645532490095122
KABAK,0.564817227725682
TUFEKCI,0.5650807566241758
GURKAN,0.5653441570033335
KAHYA,0.5656074074432659
AYVAZ,0.5658701009660756
YOLDAS,0.5661326873894386
BOZAN,0.5663951452934656
GORGULU,0.5666571533798165
EKSI,0.5669190115269421
CAYIR,0.567180826834289
TANRIKULU,0.5674414426278331
YAGIZ,0.5677017371230373
BOSTAN,0.56796175315968
GURLER,0.5682216835167654
SELVI,0.5684814639346255
GOCMEN,0.5687407945348095
TELLI,0.5689995467979815
TEMUR,0.5692580634423707
GULLU,0.5695164944072026
ARDIC,0.5697748396924772
GULSEN,0.5700325852208504
ASAN,0.5702901165503302
SISMAN,0.570546748244458
OZTEKIN,0.570802051905447
ERDEMIR,0.5710572270470999
ONUR,0.5713112669346181
AYKUT,0.5715652854022469
OZKUL,0.5718189183118677
TOKER,0.5720723156027058
ERTAN,0.5723251559764212
ASKIN,0.5725760685600964
SEZEN,0.5728265527459848
UYGUR,0.5730761158766319
CANBAZ,0.5733251649299349
DEMIRKIRAN,0.5735739997843445
BOYRAZ,0.5738225776000822
TASDELEN,0.5740711554158198
KABA,0.5743192834138814
UGUZ,0.5745671329533816
DURGUT,0.5748143827359805
KUTUK,0.5750615896788006
ONAY,0.5753087537818421
UCAK,0.5755555537467649
KAR,0.5758015611757823
ORS,0.5760475471849104
KAYNAR,0.576293318995145
KOSAR,0.5765390908053797
HAN,0.5767848197758357
TUNCA,0.5770301417683944
COMERT,0.5772754423410636
KARAARSLAN,0.577520678654065
PAMUK,0.5777657650278409
KARAOGLAN,0.5780104230038302
ONCEL,0.578254288443914
DERIN,0.5784981324641085
DEMIRAL,0.5787415695064057
ERTEKIN,0.5789849851288135
KAN,0.5792277367346518
ONCU,0.5794703384012648
EMRE,0.57971287580821
ALTAS,0.5799550704969256
YURT,0.5801972651856413
DALGIC,0.5804384531395581
BORA,0.5806792555354671
ATILGAN,0.5809199936717079
DURGUN,0.5811606889681701
CIN,0.5814012557452962
OREN,0.5816415654837505
GONUL,0.5818818323824259
ARAZ,0.5821212639054173
YANAR,0.5823594530748273
KILICASLAN,0.5825973852055651
AKKAS,0.5828349960379631
TOKMAK,0.5830724355112463
CANLI,0.5833098107248614
CELEN,0.5835466932810219
KARABIYIK,0.5837835758371824
CIRAK,0.5840201585148922
GOKKAYA,0.5842562056953686
ERMIS,0.5844921457763984
YILMAZER,0.5847280858574281
MESE,0.5849630620434377
SARICA,0.5851972028537633
BEYAZ,0.5854309152663021
GEYIK,0.5856626142092435
YERLIKAYA,0.5858942917322955
BIRCAN,0.586125947835458
KARAAGAC,0.5863575610988421
BERK,0.5865891529423367
KARABAS,0.5868206162664953
CAKIROGLU,0.5870519724912072
BASTURK,0.5872833072960298
KEKLIK,0.5875144064820698
USTUNDAG,0.5877448416515403
VARDAR,0.5879752768210108
DOGANAY,0.5882056691507027
KAZAN,0.5884358687013905
BATUR,0.5886659397327423
CAKAL,0.5888957537254221
EMIR,0.5891255677181019
ATAMAN,0.5893552531914457
DEMIRAY,0.5895848101454535
UCAN,0.5898125249889784
MADEN,0.5900398114347166
DEMIRCIOGLU,0.5902669265213402
SOGUT,0.5904935061107303
PEKTAS,0.5907198929211164
ORNEK,0.5909462583116132
YUKSEK,0.5911719596855406
AKKOC,0.5913974468605746
AYAR,0.591622377118486
ORAK,0.5918472645366186
TURKAN,0.5920719805956366
ERDOGDU,0.5922963967762038
SARIGUL,0.5925207272772137
CAPAR,0.5927447793196623
DINLER,0.5929687456825535
KAYAR,0.5931920908686541
YAKAR,0.5934153503751972
SUNGUR,0.5936383528430683
OZAY,0.5938609269131527
BEKAR,0.5940832653644544
BIYIK,0.5943056038157563
KARDAS,0.5945272996703779
CEKIC,0.5947485242874342
DONER,0.5949696418050437
TEK,0.5951907379027641
BAYDAR,0.5954117269010377
KAYGISIZ,0.5956324802805286
BIRINCI,0.5958515200688727
KAPTAN,0.5960704741776593
ONAT,0.5962894282864462
UZ,0.5965073114007661
CAKAN,0.5967251302554181
KIVRAK,0.5969420066349392
AKSAKAL,0.597158733075235
DALKILIC,0.5973750311177443
AKTAN,0.5975912220608067
SAYGILI,0.5978074130038692
GURSES,0.5980234754275956
AVCU,0.5982394307518754
CATAL,0.5984548719988111
SOYDAN,0.5986696920689561
SURUCU,0.5988841480009824
AGCA,0.59909856109323
KISA,0.5993121602296829
BILGE,0.5995252452887917
YURTSEVEN,0.5997383089280113
ILERI,0.5999510298490014
ODABAS,0.600162958234086
CITAK,0.6003748009396135
TOY,0.600585829689346
BALIKCI,0.6007967727595214
CALISIR,0.601007415951246
DAYAN,0.6012178663639665
ERBAY,0.6014282739369085
DEGER,0.6016384673109569
BABACAN,0.6018485321656695
OZAN,0.6020584899209354
OZLU,0.6022682548971972
BAY,0.602477827094455
SANCAR,0.6026872493524874
ALPASLAN,0.6028960932735079
ALPTEKIN,0.6031045730564096
NAS,0.6033128600603073
GOL,0.6035207829260862
FINDIK,0.6037281060349639
MACIT,0.603934957906276
ASCI,0.6041416384184736
AKYUREK,0.6043478262732165
SAKARYA,0.6045523219567017
SAYAN,0.604756303562843
BORAN,0.6049598567711976
SOZEN,0.6051633242999948
NARIN,0.6053659350332186
OGUT,0.6055685243465531
BINICI,0.6057709208808836
AYTAC,0.6059731032163206
UZUNOGLU,0.6061751998722004
KURSUN,0.6063763754728387
KAYGUSUZ,0.6065773797143623
DAS,0.606778062657546
TEKER,0.6069786385012829
ECE,0.6071788502069011
ALTINOK,0.6073787620340687
KONUK,0.6075786096015682
DULGER,0.607777900251945
ELCI,0.6079769338636498
KOMURCU,0.6081758603759079
ODABASI,0.608374465589826
ALPER,0.6085727280855147
BOZDOGAN,0.6087709691613141
KOCAOGLU,0.6089692102371135
KULA,0.6091672371140194
MURAT,0.6093651354715895
KALENDER,0.6095629267297128
KAYAN,0.6097607179878362
KOCABIYIK,0.6099584449862915
KOZAN,0.6101557007471814
ARDA,0.610352935088182
HACIOGLU,0.610549805291064
GUNAL,0.6107461399967125
SARGIN,0.6109422390835784
HATIPOGLU,0.6111378669328787
TEKELI,0.6113333662628432
DEMIRKAYA,0.611528822753029
EVREN,0.6117242792432147
DAMAR,0.6119196714737325
TORAMAN,0.6121149137650249
DURDU,0.612310134636428
ATAC,0.612504841430487
OZHAN,0.61269941970521
YETIM,0.6128938694605971
BALLI,0.6130879764977547
KILICARSLAN,0.6132816979769043
IBIS,0.6134753551963859
ACIK,0.6136689695760889
YARAR,0.6138624768563451
KIRAC,0.6140549559819132
KARAYEL,0.6142472423284774
KABAKCI,0.6144390574374761
TUTAR,0.6146303370492414
AKBAY,0.6148213810422242
BILGILI,0.6150122536760921
BAYKARA,0.6152030834701815
MUSLU,0.6153938490046027
SUCU,0.6155845716992454
GOKCEN,0.6157750801949947
KAHRIMAN,0.615965203132736
ERIS,0.6161550047721371
ABAY,0.6163442923341943
SEMIZ,0.6165333228575794
YAZGAN,0.616722246281518
KARAPINAR,0.6169103985894403
BILGI,0.617098443797916
BOZKUS,0.6172860820284943
AYDOGMUS,0.6174735060601794
EKMEKCI,0.6176608658321964
TANIS,0.617848204184324
YASA,0.6180355211165622
YETER,0.6182228380488006
AKDAS,0.6184096837434735
SECKIN,0.6185964651784784
KIZILTAS,0.6187829467350326
SANCAK,0.6189692140926936
VARLI,0.6191550530525677
ULGER,0.6193399923770898
GEZGIN,0.6195248674419439
OKCU,0.6197095068880152
TUZUN,0.6198937607760786
KECECI,0.6200771792884578
OZKURT,0.6202605549610585
SERBEST,0.6204439092137697
OZAYDIN,0.6206271349471449
NAZLI,0.6208103178407415
GONEN,0.6209925154194287
NALBANT,0.6211746273185584
SASMAZ,0.6213567177977989
ERTEM,0.62153878685715
GURCAN,0.6217206845573865
OZKARA,0.6219021538598362
TASPINAR,0.6220834089633926
COLAKOGLU,0.622264085729937
SAK,0.6224439699605758
NERGIZ,0.6226237256718787
SIVRI,0.6228034385434029
DEMIRKAN,0.6229826801773618
BAKAN,0.6231617932919846
YETKIN,0.6233408207270502
KIRMIZI,0.6235194626041076
KALAY,0.6236980188016077
SENGUN,0.6238764036399932
ALPARSLAN,0.6240546385391532
CETINTAS,0.6242327663388667
SAGDIC,0.6244106799396867
KAYALI,0.6245881223029414
SAHBAZ,0.624765307627524
YURTSEVER,0.6249423430128813
KARATEPE,0.6251193569783493
BILGEN,0.6252962210045919
TURE,0.6254730636109452
BAKAR,0.6256498419576305
KIYAK,0.6258261490667504
ARICAN,0.6260018135791903
BIYIKLI,0.6261772638927368
BOZTEPE,0.6263525214272792
BAKIRCI,0.6265271363651416
YALDIZ,0.6267014085847746
CANTURK,0.626875637964629
DURNA,0.6270494389466966
BAYHAN,0.6272231756690962
AKTEPE,0.6273968052920492
EGE,0.6275692139813102
YENI,0.6277411728528949
KACAN,0.627912767586361
GUNEL,0.6280843408999378
KALYONCU,0.6282558285339572
CECEN,0.6284272947480873
INANC,0.6285984396638774
DEMIRER,0.6287694132205528
KARATAY,0.6289403225175602
BALIK,0.6291109533560062
SEKERCI,0.6292815199347841
DANACI,0.629451058358874
BATMAZ,0.6296201041255093
GULERYUZ,0.6297889571131404
ASAR,0.6299577030013249
KOCOGLU,0.6301263846298414
ONEN,0.6302947877997965
DOGU,0.6304630838703049
DIKICI,0.6306308230236907
GEZICI,0.6307984764975191
DASDEMIR,0.6309657872531181
ALTUNDAG,0.6311329480694918
KOR,0.6312999803665295
ORMAN,0.6314670126635671
ERSAN,0.6316339592810474
BASKAYA,0.6318008202189704
YEL,0.631967081399992
SAVRAN,0.6321329998627842
OZDIL,0.6322986612869044
ESMER,0.6324643012911353
KIBAR,0.63262981277603
OGUR,0.6327952814211463
TAYLAN,0.6329607286463731
ERDINC,0.6331253833356946
ALTIPARMAK,0.6332899523454586
BICAKCI,0.633453900178432
TABAK,0.6336177194920694
ALTUNBAS,0.6337815173858173
SAY,0.6339452724397867
ARMAGAN,0.6341087061954159
SAKALLI,0.6342715187742546
BAKI,0.6344342456735358
KARSLI,0.634596908313149
AKBIYIK,0.6347591639748649
KARANFIL,0.63492111975813
ALADAG,0.6350829684419486
KOYLU,0.6352445386672056
SAYGI,0.6354060232129054
CULHA,0.6355672078801545
MENTES,0.6357281355087315
SARACOGLU,0.635888891778194
KESGIN,0.6360495409482096
DAGDEVIREN,0.6362098902397747
YARDIM,0.636370132431893
DURUKAN,0.636530353204122
AKBAL,0.6366904668769043
AKA,0.6368504306104613
TOPTAS,0.6370103300843503
ISCAN,0.6371700367792352
TEZEL,0.6373295935348948
AKKAN,0.6374890217712184
YAPRAK,0.6376482358086486
SERTKAYA,0.6378072142272961
ZEREN,0.6379661069663863
